name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Austropotamobius_torrentium	NA	NA	NA	94942	NA	NA	NA	94941	NA	NA	NA	6713	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Austropotamobius_pallipes	NA	NA	NA	94943	NA	NA	NA	94941	NA	NA	NA	6713	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Austropotamobius_italicus	NA	NA	NA	202241	NA	NA	NA	94941	NA	NA	NA	6713	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_destructor	NA	NA	NA	6723	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_quadricarinatus	NA	NA	NA	27406	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_cuspidatus	NA	NA	NA	72415	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_rotundus	NA	NA	NA	72416	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_albidus	NA	NA	NA	99750	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_dispar	NA	NA	NA	99751	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_glaber	NA	NA	NA	99752	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cherax_quinquecarinatus	NA	NA	NA	99753	NA	NA	NA	6722	NA	NA	NA	37850	29961	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Homarus_americanus	NA	NA	NA	6706	NA	NA	NA	6705	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Homarus_gammarus	NA	NA	NA	6707	NA	NA	NA	6705	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Nephrops_norvegicus	NA	NA	NA	6829	NA	NA	NA	6828	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Metanephrops_mozambicus	NA	NA	NA	59757	NA	NA	NA	59756	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Metanephrops_armatus	NA	NA	NA	288641	NA	NA	NA	59756	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Metanephrops_rubellus	NA	NA	NA	360518	NA	NA	NA	59756	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Metanephrops_thomsoni	NA	NA	NA	360519	NA	NA	NA	59756	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Metanephrops_andamanicus	NA	NA	NA	490585	NA	NA	NA	59756	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Metanephrops_arafurensis	NA	NA	NA	490586	NA	NA	NA	59756	NA	NA	NA	6704	37849	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Enoplometopus_occidentalis	NA	NA	NA	288646	NA	NA	NA	288645	NA	NA	NA	288644	288643	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Enoplometopus_daumi	NA	NA	NA	360512	NA	NA	NA	288645	NA	NA	NA	288644	288643	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Enoplometopus_debelius	NA	NA	NA	360513	NA	NA	NA	288645	NA	NA	NA	288644	288643	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Enoplometopus_crosnieri	NA	NA	NA	360514	NA	NA	NA	288645	NA	NA	NA	288644	288643	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Enoplometopus_chacei	NA	NA	NA	1008996	NA	NA	NA	288645	NA	NA	NA	288644	288643	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Palinurus_vulgaris	NA	NA	NA	6733	NA	NA	NA	6732	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Palinurus_elephas	NA	NA	NA	198232	NA	NA	NA	6732	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Palinurus_delagoae	NA	NA	NA	198233	NA	NA	NA	6732	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Palinurus_gilchristi	NA	NA	NA	198234	NA	NA	NA	6732	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Palinurus_mauritanicus	NA	NA	NA	318457	NA	NA	NA	6732	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Palinurus_charlestoni	NA	NA	NA	371729	NA	NA	NA	6732	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Palinurus_barbarae	NA	NA	NA	461116	NA	NA	NA	6732	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Panulirus_interruptus	NA	NA	NA	6735	NA	NA	NA	6734	NA	NA	NA	6731	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thenus_orientalis	NA	NA	NA	57071	NA	NA	NA	57070	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thenus_unimaculatus	NA	NA	NA	586228	NA	NA	NA	57070	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thenus_australiensis	NA	NA	NA	762109	NA	NA	NA	57070	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thenus_indicus	NA	NA	NA	762110	NA	NA	NA	57070	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thenus_parindicus	NA	NA	NA	762111	NA	NA	NA	57070	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Scyllarides_nodifer	NA	NA	NA	59763	NA	NA	NA	59762	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Scyllarides_latus	NA	NA	NA	204053	NA	NA	NA	59762	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Scyllarides_herklotsii	NA	NA	NA	586227	NA	NA	NA	59762	NA	NA	NA	59755	115587	NA	6730	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_jonesi	NA	NA	NA	306177	NA	NA	306271	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_mississippiensis	NA	NA	NA	306178	NA	NA	306271	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_nais	NA	NA	NA	306179	NA	NA	306271	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_rhoadesi	NA	NA	NA	306180	NA	NA	306271	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_holti	NA	NA	NA	306181	NA	NA	306271	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_validus	NA	NA	NA	307682	NA	NA	306271	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_limosus	NA	NA	NA	28379	NA	NA	306272	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_indianensis	NA	NA	NA	306148	NA	NA	306272	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_wrighti	NA	NA	NA	306149	NA	NA	306272	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_australis	NA	NA	NA	61490	NA	NA	306273	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_inermis	NA	NA	NA	306150	NA	NA	306273	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_pagei	NA	NA	NA	306151	NA	NA	306273	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_pellucidus	NA	NA	NA	306152	NA	NA	306273	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_packardi	NA	NA	NA	318483	NA	NA	306273	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_incomptus	NA	NA	NA	318486	NA	NA	306273	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_barri	NA	NA	NA	440107	NA	NA	306273	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_bisectus	NA	NA	NA	197187	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_burri	NA	NA	NA	197188	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_erichsonianus	NA	NA	NA	197190	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_illinoiensis	NA	NA	NA	197191	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_jeffersoni	NA	NA	NA	197192	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_marchandi	NA	NA	NA	197195	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_obscurus	NA	NA	NA	197196	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_propinquus	NA	NA	NA	197198	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_rafinesquei	NA	NA	NA	197199	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_sanbornii	NA	NA	NA	197200	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_shoupi	NA	NA	NA	197201	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_stannardi	NA	NA	NA	197203	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_tricuspis	NA	NA	NA	197204	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_virginiensis	NA	NA	NA	197205	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_eupunctus	NA	NA	NA	197548	NA	NA	306275	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_harrisoni	NA	NA	NA	306141	NA	NA	306277	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_hobbsi	NA	NA	NA	306158	NA	NA	306277	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_meeki	NA	NA	NA	306159	NA	NA	306277	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_palmeri	NA	NA	NA	306165	NA	NA	306277	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_kentuckiensis	NA	NA	NA	197194	NA	NA	306278	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_sloanii	NA	NA	NA	306147	NA	NA	306278	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_montezumae	NA	NA	NA	700191	NA	NA	700182	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_chapalanus	NA	NA	NA	946280	NA	NA	700182	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_occidentalis	NA	NA	NA	1241578	NA	NA	700182	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_patzcuarensis	NA	NA	NA	1241579	NA	NA	700182	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_prolixus	NA	NA	NA	1241580	NA	NA	700182	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_zempoalensis	NA	NA	NA	1241581	NA	NA	700182	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_shufeldtii	NA	NA	NA	60963	NA	NA	700183	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_blacki	NA	NA	NA	1241571	NA	NA	700187	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_diminutus	NA	NA	NA	1241572	NA	NA	700187	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_lesliei	NA	NA	NA	1241573	NA	NA	700187	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_ninae	NA	NA	NA	1241574	NA	NA	700187	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_puer	NA	NA	NA	1241575	NA	NA	700187	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_schmitti	NA	NA	NA	1241576	NA	NA	700187	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Cambarellus_texanus	NA	NA	NA	1241577	NA	NA	700187	60962	NA	NA	72431	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Orconectes_virilis	NA	NA	NA	60966	NA	NA	306271	28378	NA	NA	72430	6725	6724	NA	6712	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Callianassa_subterranea	NA	NA	NA	338196	NA	NA	NA	338195	NA	NA	NA	177236	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Callianassa_aqabaensis	NA	NA	NA	576623	NA	NA	NA	338195	NA	NA	NA	177236	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Callianassa_filholi	NA	NA	NA	576624	NA	NA	NA	338195	NA	NA	NA	177236	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Callianassa_kraussi	NA	NA	NA	607701	NA	NA	NA	338195	NA	NA	NA	177236	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_affinis	NA	NA	NA	177247	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_africana	NA	NA	NA	337072	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_capensis	NA	NA	NA	337073	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_major	NA	NA	NA	479409	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_acanthura	NA	NA	NA	576636	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_annae	NA	NA	NA	576637	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_corallifora	NA	NA	NA	576638	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Upogebia_pusilla	NA	NA	NA	1267414	NA	NA	NA	177246	NA	NA	NA	177245	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Callianidea_typa	NA	NA	NA	464333	NA	NA	NA	464332	NA	NA	NA	464331	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thomassinia_gebioides	NA	NA	NA	576687	NA	NA	NA	576686	NA	NA	NA	576715	177244	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thalassina_anomala	NA	NA	NA	288660	NA	NA	NA	288659	NA	NA	NA	288658	288657	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thalassina_squamifera	NA	NA	NA	576635	NA	NA	NA	288659	NA	NA	NA	288658	288657	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
Thalassina_kelanang	NA	NA	NA	1114971	NA	NA	NA	288659	NA	NA	NA	288658	288657	NA	116702	6692	6683	6682	NA	72041	6681	NA	6657	6656	NA	NA	33208	2759
